customer_id,gender,marital_status,income,age,customer_since_months,customer_rel_dur_segment,city_grp,occupation_adm-clerical,occupation_armed-forces,occupation_craft-repair,occupation_exec-managerial,occupation_farming-fishing,occupation_handlers-cleaners,occupation_machine-op-inspct,occupation_other-service,occupation_priv-house-serv,occupation_prof-specialty,occupation_protective-serv,occupation_sales,occupation_tech-support,occupation_transport-moving,policy_deductable,policy_annual_premium,umbrella_limit,incident_severity,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,months_ago_incident_date,years_auto_old,bodily_injury_single_limit,bodily_injury_total_limit,net_captial,incident_hour_of_the_day_evening,incident_hour_of_the_day_morning,incident_hour_of_the_day_night,property_damage_no,property_damage_yes,police_report_available_no,police_report_available_yes,collision_type_front collision,collision_type_rear collision,collision_type_side collision,authorities_contacted_ambulance,authorities_contacted_fire,authorities_contacted_none,authorities_contacted_other,authorities_contacted_police,motor_addon
sb3001750,0,0,81682,41,92.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1493.5,5000000,0.2,1,2,1,8030,1460,730,5840,100000,64.0,25,500,1000,-4100,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001751,0,1,42722,30,58.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1155.38,0,0.2,1,0,0,63900,6390,6390,51120,76000,64.0,19,100,300,1900,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,single vehicle collision
sb3001752,0,0,64641,50,52.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,878.19,0,0.2,4,0,2,38640,4830,4830,28980,92000,62.0,23,250,500,57100,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001753,1,0,47627,49,66.0,0,t2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1145.85,0,0.2,3,1,1,41490,9220,4610,27660,64000,64.0,16,100,300,-40000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001754,0,0,61006,47,92.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1261.28,0,0.2,3,2,0,79090,14380,7190,57520,32000,63.0,8,100,300,26400,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001755,1,0,78376,38,61.0,0,t2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1427.46,0,0.2,3,0,0,87900,17580,8790,61530,100000,64.0,25,100,300,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001756,0,1,61794,35,35.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1592.41,0,0.2,1,2,2,53400,5340,5340,42720,96000,63.0,24,500,1000,29800,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001757,1,0,65036,36,107.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1274.63,0,0.2,1,2,2,52030,9460,9460,33110,100000,63.0,25,250,500,51000,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001758,1,1,78189,36,92.0,0,t2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1362.31,0,0.2,1,0,2,82060,14920,7460,59680,60000,64.0,15,250,500,2300,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001759,1,0,62802,38,35.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,919.37,0,0.2,1,0,2,48360,8060,8060,32240,92000,64.0,23,250,500,83600,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001760,0,1,50999,42,51.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1377.23,0,0.2,3,2,1,52290,5810,11620,34860,92000,62.0,23,250,500,72600,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001761,1,1,57264,37,72.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,995.55,5000000,0.2,3,0,2,68200,12400,12400,43400,52000,63.0,13,100,300,-600,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001762,1,0,30092,48,20.0,1,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1508.12,6000000,0.2,3,2,1,60750,13500,6750,40500,20000,64.0,5,100,300,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001763,0,0,78611,39,87.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,484.67,0,0.2,3,0,2,65560,11920,11920,41720,20000,64.0,5,500,1000,-39700,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001764,0,1,80776,38,81.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1561.41,0,0.2,3,1,2,70290,12780,12780,44730,32000,64.0,8,500,1000,21200,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001765,1,1,72401,48,34.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1457.21,0,0.2,1,2,0,45000,5000,5000,35000,68000,64.0,17,100,300,46300,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001766,1,0,70135,32,103.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1128.71,0,0.2,3,2,1,61800,12360,6180,43260,52000,63.0,13,500,1000,-47100,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001767,0,1,40051,44,107.0,0,t2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1358.2,0,0.2,3,0,0,64570,5870,11740,46960,76000,63.0,19,100,300,52900,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001768,0,1,48228,37,64.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1232.79,0,0.2,1,2,0,70500,7050,14100,49350,52000,64.0,13,100,300,-12200,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,single vehicle collision
sb3001769,1,1,80184,31,106.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,936.19,0,0.2,3,2,1,57900,17370,5790,34740,60000,63.0,15,100,300,22100,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001770,1,1,73285,40,36.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1302.34,0,0.2,3,1,0,57860,5260,10520,42080,36000,64.0,9,250,500,-52600,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001771,1,1,65592,30,53.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1264.99,0,0.2,1,1,1,37800,8400,4200,25200,100000,64.0,25,100,300,67800,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001772,1,1,57638,44,104.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1467.76,0,0.2,1,1,2,63300,6330,6330,50640,80000,63.0,20,500,1000,5600,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001773,0,1,30734,32,107.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1124.43,0,0.2,3,0,1,44200,8840,4420,30940,100000,64.0,25,250,500,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001774,1,1,80466,30,101.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1319.81,0,0.2,4,1,0,31680,3520,3520,24640,56000,64.0,14,250,500,7800,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001775,1,1,36401,48,65.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1482.53,0,0.2,1,1,2,100,10,20,70,72000,64.0,18,100,300,4000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,parked car
sb3001776,1,0,54861,37,42.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1328.18,0,0.2,1,2,1,56340,6260,6260,43820,68000,63.0,17,100,300,53000,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001777,0,1,43769,37,67.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1463.95,0,0.2,3,0,0,69740,6340,6340,57060,68000,63.0,17,100,300,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001778,0,1,37505,42,34.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1133.85,0,0.2,3,2,2,60480,5040,15120,40320,68000,64.0,17,100,300,60200,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001779,1,1,39715,47,68.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1037.32,0,0.2,3,2,1,80880,6740,13480,60660,60000,64.0,15,500,1000,-15700,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001780,0,0,59719,33,18.0,1,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1562.8,0,0.2,1,1,2,49390,8980,4490,35920,44000,64.0,11,250,500,-25400,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001781,1,1,37661,44,78.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1425.79,0,0.2,1,0,2,69360,11560,11560,46240,44000,64.0,11,100,300,10100,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001782,0,1,35287,33,33.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1615.14,0,0.2,1,0,1,3740,680,680,2380,36000,64.0,9,500,1000,67100,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001783,0,1,58377,42,101.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1236.5,0,0.2,1,0,1,5060,460,920,3680,68000,63.0,17,250,500,-48700,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001784,0,1,40848,42,74.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1017.97,0,0.2,3,0,0,35860,3260,6520,26080,60000,63.0,15,500,1000,25100,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001785,1,1,46605,49,49.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1306.0,0,0.2,3,2,1,50050,7700,3850,38500,48000,63.0,12,100,300,-800,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001786,0,0,48741,46,56.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1174.14,0,0.2,4,0,0,59070,10740,5370,42960,32000,63.0,8,500,1000,-11100,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001787,1,1,54317,35,87.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1231.01,0,0.2,3,1,2,28440,3160,3160,22120,52000,63.0,13,500,1000,-31700,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001788,0,0,40097,44,98.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1299.18,0,0.2,1,2,1,45540,8280,8280,28980,88000,64.0,22,250,500,57100,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001789,0,1,76733,39,57.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1469.75,0,0.2,1,0,0,38700,7740,3870,27090,32000,64.0,8,100,300,-57600,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,single vehicle collision
sb3001790,0,1,80954,46,87.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1390.72,0,0.2,1,2,1,5830,1060,530,4240,36000,63.0,9,250,500,31800,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,parked car
sb3001791,0,1,31964,39,122.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1694.09,7000000,0.2,1,0,2,57240,4770,9540,42930,100000,64.0,25,500,1000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001792,0,0,67745,44,109.0,0,t2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1140.15,0,0.2,3,0,2,46200,4200,8400,33600,20000,64.0,5,100,300,-36800,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001793,1,0,36102,43,83.0,0,t0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1310.71,0,0.2,1,0,1,57700,5770,5770,46160,68000,63.0,17,100,300,29300,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001794,0,1,68246,36,80.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1730.49,7000000,0.2,3,2,0,56160,4680,9360,42120,100000,64.0,25,250,500,4600,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001795,1,1,75639,33,59.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1616.65,7000000,0.2,3,0,2,44400,5550,5550,33300,84000,64.0,21,250,500,-59500,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001796,1,1,50523,36,19.0,1,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1935.85,4000000,0.2,1,2,2,92730,16860,8430,67440,64000,64.0,16,100,300,-31600,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001797,0,1,70999,38,66.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,855.14,0,0.2,1,0,1,30700,3070,6140,21490,20000,64.0,5,250,500,37900,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,single vehicle collision
sb3001798,1,1,42828,43,29.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1568.47,4000000,0.2,1,2,0,56600,11320,5660,39620,84000,63.0,21,250,500,46800,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001799,1,0,62546,37,69.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1550.53,0,0.2,1,0,1,3960,660,660,2640,88000,63.0,22,500,1000,-27700,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,parked car
sb3001800,1,0,72011,45,39.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1370.92,0,0.2,1,0,2,34800,3480,6960,24360,84000,63.0,21,250,500,48900,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001801,0,1,74525,41,75.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1363.59,0,0.2,3,2,0,79500,7950,7950,63600,80000,63.0,20,250,500,43200,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001802,1,1,64767,45,65.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,828.42,3000000,0.2,1,2,2,56000,5600,5600,44800,44000,64.0,11,250,500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001803,0,0,47935,36,120.0,0,t2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1209.63,0,0.2,1,1,0,73260,16280,0,56980,24000,64.0,6,250,500,20600,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001804,0,1,71436,36,35.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1111.17,0,0.2,1,2,2,4950,900,450,3600,100000,63.0,25,250,500,35000,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,parked car
sb3001805,1,1,58743,32,17.0,1,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,989.97,0,0.2,1,0,1,48000,4800,9600,33600,28000,64.0,7,500,1000,32500,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001806,0,0,47226,43,96.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1114.23,0,0.2,1,0,1,52200,10440,5220,36540,60000,64.0,15,250,500,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,single vehicle collision
sb3001807,1,0,53795,40,54.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1347.31,0,0.2,3,2,2,73800,12300,12300,49200,100000,63.0,25,250,500,-30200,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001808,1,1,64337,46,37.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1687.53,0,0.2,1,1,2,78200,15640,7820,54740,44000,64.0,11,250,500,-69600,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001809,0,1,59996,48,47.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1183.48,0,0.2,1,2,2,55200,13800,9200,32200,20000,64.0,5,250,500,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001810,1,0,40176,33,84.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1537.13,0,0.2,3,0,2,57060,6340,6340,44380,32000,64.0,8,500,1000,-58300,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001811,0,1,52056,47,50.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1173.25,0,0.2,1,0,2,4680,520,520,3640,28000,63.0,7,250,500,-34700,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001812,1,1,61984,39,49.0,0,t2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1361.16,4000000,0.2,1,2,0,53100,5310,5310,42480,60000,64.0,15,250,500,-63700,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001813,0,1,30299,44,105.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1422.56,7000000,0.2,1,1,2,3520,640,320,2560,28000,63.0,7,500,1000,-28400,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001814,0,1,39321,36,99.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1143.06,0,0.2,3,0,1,72900,14580,14580,43740,40000,64.0,10,500,1000,9000,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001815,0,0,44796,32,36.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1405.71,0,0.2,1,0,1,70700,7070,14140,49490,48000,63.0,12,250,500,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001816,1,1,51884,32,79.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1354.2,0,0.2,4,0,0,60170,5470,10940,43760,56000,63.0,14,100,300,100500,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001817,0,0,67752,47,105.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1055.6,0,0.2,1,1,1,74800,13600,6800,54400,44000,64.0,11,100,300,28800,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001818,1,0,39486,34,69.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,999.43,0,0.2,1,2,0,4100,820,410,2870,44000,64.0,11,250,500,25800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001819,0,1,68233,41,61.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1155.97,0,0.2,1,0,2,61490,5590,11180,44720,44000,63.0,11,250,500,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001820,0,0,32456,49,42.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1726.91,0,0.2,1,0,0,7200,720,1440,5040,84000,64.0,21,250,500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001821,0,1,42740,41,111.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1232.57,0,0.2,3,0,0,45100,8200,4100,32800,36000,63.0,9,500,1000,59500,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001822,1,1,61471,46,103.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1078.65,0,0.2,1,2,2,66660,12120,6060,48480,56000,64.0,14,250,500,36800,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001823,1,1,50967,39,102.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1324.78,0,0.2,1,2,2,76400,15280,7640,53480,92000,64.0,23,500,1000,-64500,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001824,0,1,70875,39,90.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1518.54,0,0.2,1,1,1,58300,10600,10600,37100,76000,64.0,19,250,500,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001825,1,1,37000,43,71.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1239.06,0,0.2,1,1,1,57310,5210,10420,41680,72000,64.0,18,100,300,34900,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001826,1,0,54376,48,32.0,0,t2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1246.68,0,0.2,1,0,1,53100,5900,5900,41300,56000,64.0,14,500,1000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001827,1,0,69423,45,55.0,0,t2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1622.67,0,0.2,3,1,1,74700,14940,7470,52290,92000,63.0,23,250,500,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001828,0,1,52882,34,30.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1082.36,0,0.2,3,2,2,60500,12100,6050,42350,100000,64.0,25,250,500,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001829,1,1,73341,38,31.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1270.55,0,0.2,3,2,2,84920,7720,15440,61760,56000,64.0,14,250,500,-72100,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001830,0,1,36040,35,65.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1236.32,5000000,0.2,1,2,0,61050,5550,11100,44400,44000,64.0,11,500,1000,55100,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001831,0,1,67348,36,58.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,785.82,0,0.2,3,2,0,69080,12560,6280,50240,44000,64.0,11,250,500,49700,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001832,1,1,44759,47,122.0,0,t2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1265.84,0,0.2,1,1,2,4560,760,380,3420,52000,64.0,13,250,500,7700,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001833,0,0,36505,47,86.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1508.9,0,0.2,4,0,1,67800,11300,11300,45200,36000,64.0,9,250,500,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001834,1,0,40900,41,36.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1106.84,0,0.2,1,1,1,5600,1120,560,3920,60000,64.0,15,250,500,11200,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001835,0,0,46837,34,90.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1389.13,7000000,0.2,1,0,2,9000,900,1800,6300,20000,63.0,5,500,1000,-53200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001836,1,0,53809,31,56.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,974.84,0,0.2,1,0,1,85320,21330,7110,56880,56000,63.0,14,100,300,52100,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001837,1,1,59009,30,43.0,0,t2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1304.46,0,0.2,1,0,2,5940,540,1080,4320,76000,64.0,19,100,300,18400,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,vehicle theft
sb3001838,0,1,31006,30,22.0,1,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1257.36,0,0.2,3,1,1,51370,9340,4670,37360,80000,63.0,20,250,500,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001839,0,1,79150,49,66.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1257.04,0,0.2,1,2,2,51600,10320,5160,36120,36000,62.0,9,250,500,-48800,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001840,0,1,41161,37,87.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,719.52,0,0.2,1,0,2,5400,600,600,4200,88000,63.0,22,100,300,45800,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,parked car
sb3001841,0,0,68101,41,37.0,0,t2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1524.18,0,0.2,3,1,0,48870,5430,5430,38010,84000,64.0,21,500,1000,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001842,0,0,61217,49,65.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1395.58,0,0.2,1,2,1,5590,860,860,3870,80000,63.0,20,500,1000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001843,1,1,55849,41,21.0,1,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1243.68,0,0.2,3,0,2,54960,6870,0,48090,72000,63.0,18,500,1000,-71400,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001844,1,1,64659,37,52.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1189.04,0,0.2,3,1,2,39800,7960,3980,27860,24000,64.0,6,500,1000,59600,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001845,1,0,33759,30,77.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1375.29,0,0.2,3,0,1,56160,6240,6240,43680,20000,64.0,5,500,1000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001846,0,1,62149,46,103.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1389.13,0,0.2,1,0,2,52700,5270,10540,36890,60000,64.0,15,100,300,-16300,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
