Card Type,Gender,customer_id,occupation,dob,income,city,marital_status
Platinum,F,C4641,engineer,04/04/1982,1872041,Bangalore,married
Gold,F,C5446,doctor,02/24/1989,1042129,Bangalore,unmarried
Signature,M,C3488,lawyer,11/30/1977,1058072,Chennai,unmarried
Signature,M,C3112,doctor,01/28/1987,1805479,Bangalore,married
Platinum,F,C4514,doctor,02/19/1979,770960,Chennai,married
Silver,F,C1044,doctor,08/12/1973,703151,Mumbai,married
Signature,M,C2302,lawyer,08/22/1986,1359718,Bangalore,married
Signature,F,C2461,teacher,10/07/1989,819154,Mumbai,married
Platinum,F,C3585,business,08/26/1981,1008340,Delhi,unmarried
Gold,M,C5850,doctor,10/17/1973,1784826,Delhi,unmarried
Signature,F,C3368,doctor,10/10/1971,1622057,Delhi,unmarried
Platinum,M,C4296,lawyer,06/20/1982,886138,Mumbai,unmarried
Platinum,M,C3738,doctor,11/25/1981,1969306,Delhi,married
Signature,F,C3333,doctor,07/13/1977,1499494,Chennai,unmarried
Platinum,F,C3996,teacher,11/20/1978,1454042,Bangalore,unmarried
Silver,M,C1165,business,10/15/1974,1472225,Bangalore,married
Gold,F,C5325,doctor,07/20/1977,1481248,Delhi,unmarried
Signature,M,C2490,engineer,12/16/1970,1389247,Kolkata,unmarried
Signature,M,C3461,engineer,03/08/1981,1739952,Mumbai,unmarried
Platinum,F,C4428,doctor,05/21/1979,1702326,Chennai,married
Gold,F,C5662,teacher,02/20/1978,793064,Chennai,married
Platinum,F,C4250,doctor,11/20/1981,1333643,Chennai,married
Platinum,F,C4643,teacher,07/28/1986,1699040,Kolkata,married
Signature,F,C2304,doctor,07/30/1975,1790268,Kolkata,married
Platinum,F,C4094,engineer,07/22/1976,1595966,Mumbai,married
Platinum,F,C4695,business,11/08/1975,1170683,Chennai,married
Platinum,M,C3896,teacher,08/10/1982,1199194,Mumbai,unmarried
Silver,M,C1913,teacher,06/20/1988,1429283,Mumbai,unmarried
Gold,M,C5619,engineer,10/29/1987,1108382,Bangalore,unmarried
Gold,M,C5937,lawyer,04/15/1979,1202791,Kolkata,unmarried
Platinum,F,C4326,business,12/28/1980,1206098,Chennai,married
Silver,M,C1730,doctor,06/06/1980,1435689,Kolkata,married
Silver,F,C1194,business,05/12/1972,1139818,Chennai,married
Silver,M,C1095,business,05/01/1986,1871480,Delhi,unmarried
Silver,F,C1206,teacher,11/07/1975,1508218,Mumbai,married
Signature,F,C2545,engineer,05/15/1985,875889,Chennai,unmarried
Silver,M,C2188,business,12/20/1987,1297745,Kolkata,unmarried
Silver,M,C2078,teacher,07/10/1971,1526134,Chennai,unmarried
Platinum,F,C3887,business,01/29/1989,1060457,Chennai,married
Silver,F,C1050,lawyer,05/26/1986,833930,Kolkata,unmarried
Platinum,M,C3576,doctor,08/27/1986,1952827,Delhi,unmarried
Signature,M,C3290,doctor,05/28/1978,1717918,Chennai,unmarried
Platinum,F,C3684,lawyer,02/26/1988,1979745,Delhi,unmarried
Silver,F,C2111,lawyer,07/08/1980,896134,Delhi,unmarried
Platinum,M,C3862,business,11/04/1985,1390034,Bangalore,unmarried
Silver,M,C1771,doctor,01/01/1973,991217,Delhi,married
Gold,F,C5174,engineer,01/09/1975,932000,Mumbai,married
Signature,F,C2334,engineer,06/18/1986,882351,Kolkata,unmarried
Platinum,M,C4188,doctor,01/26/1970,1990129,Kolkata,married
Silver,M,C1177,doctor,04/06/1970,1052090,Kolkata,unmarried
Platinum,M,C4359,doctor,05/02/1974,1592969,Kolkata,unmarried
Gold,F,C5343,doctor,01/27/1970,950240,Mumbai,unmarried
Signature,M,C2471,doctor,09/22/1988,1532593,Kolkata,unmarried
Signature,F,C3251,teacher,02/24/1979,637191,Chennai,married
Gold,F,C5930,business,01/02/1972,1954180,Delhi,unmarried
Signature,F,C2416,engineer,03/25/1979,981417,Delhi,unmarried
Platinum,M,C3908,teacher,09/09/1976,1485519,Delhi,married
Gold,F,C4886,lawyer,11/02/1977,1186414,Mumbai,married
Gold,M,C5296,business,07/05/1974,766338,Mumbai,married
Silver,F,C2164,teacher,04/05/1982,883117,Mumbai,unmarried
Platinum,F,C4683,engineer,09/22/1977,1425415,Kolkata,unmarried
Signature,F,C2682,doctor,02/11/1971,1676205,Mumbai,married
Silver,F,C2086,doctor,05/28/1970,1269834,Delhi,unmarried
Signature,F,C2428,teacher,07/17/1988,850523,Bangalore,married
Gold,F,C4756,business,09/23/1983,1282738,Mumbai,married
Signature,F,C3431,engineer,02/13/1973,829411,Bangalore,unmarried
Signature,M,C3484,lawyer,03/27/1986,1035865,Chennai,unmarried
Signature,F,C2819,engineer,10/23/1973,771645,Chennai,unmarried
Gold,F,C5375,lawyer,11/02/1970,1622188,Chennai,married
Silver,F,C1119,lawyer,07/09/1972,1592085,Chennai,unmarried
Platinum,M,C3665,lawyer,04/13/1985,982849,Kolkata,unmarried
Platinum,M,C4619,engineer,09/15/1982,1174998,Delhi,married
Signature,F,C2749,business,06/30/1976,1449573,Delhi,unmarried
Gold,F,C5765,lawyer,04/24/1975,1904983,Bangalore,unmarried
Gold,F,C5027,doctor,06/04/1985,1732137,Chennai,married
Gold,M,C5891,engineer,09/29/1985,1858372,Delhi,unmarried
Platinum,M,C3647,doctor,02/25/1980,874395,Mumbai,married
Signature,M,C2948,business,11/07/1983,1519949,Chennai,unmarried
Platinum,F,C3877,doctor,06/19/1986,1816364,Bangalore,unmarried
Silver,M,C1509,business,07/14/1971,810999,Chennai,married
Silver,F,C1595,lawyer,09/22/1987,676323,Mumbai,unmarried
Platinum,F,C4221,engineer,08/05/1973,627230,Chennai,married
Silver,F,C1744,lawyer,06/12/1972,953536,Mumbai,married
Gold,F,C5523,doctor,02/02/1976,1734706,Mumbai,unmarried
Gold,M,C5267,lawyer,06/14/1970,920542,Chennai,married
Silver,F,C1884,engineer,05/12/1975,1746812,Bangalore,unmarried
Silver,F,C1420,teacher,09/19/1972,871538,Kolkata,unmarried
Silver,M,C2097,engineer,05/07/1984,1261544,Mumbai,unmarried
Signature,M,C2300,business,01/17/1983,1521378,Mumbai,married
Silver,F,C1033,business,10/09/1983,1504616,Chennai,married
Platinum,F,C3619,doctor,05/26/1984,1442598,Kolkata,married
Silver,F,C1720,lawyer,03/25/1987,704822,Mumbai,unmarried
Gold,M,C5635,lawyer,02/01/1987,1856643,Delhi,married
Signature,M,C3096,teacher,04/10/1973,850631,Chennai,married
Signature,F,C2615,engineer,04/27/1981,1699631,Bangalore,unmarried
Signature,M,C3338,doctor,07/07/1985,1089762,Chennai,unmarried
Signature,F,C3355,doctor,11/15/1979,1329331,Bangalore,unmarried
Silver,F,C1489,engineer,03/05/1983,1050235,Kolkata,unmarried
Silver,M,C1042,engineer,08/18/1989,1602544,Mumbai,unmarried
Platinum,F,C3528,lawyer,02/19/1981,1536486,Bangalore,married
Silver,M,C1006,lawyer,01/05/1971,1793883,Kolkata,married
Silver,M,C1066,engineer,01/13/1985,967685,Mumbai,married
Silver,F,C1052,lawyer,05/24/1980,1332690,Bangalore,married
Signature,F,C2864,doctor,02/05/1970,1080962,Chennai,married
Platinum,M,C4339,teacher,07/25/1978,1203025,Mumbai,married
Signature,F,C2652,engineer,07/11/1983,1347689,Delhi,unmarried
Platinum,F,C3615,lawyer,08/03/1987,1356023,Kolkata,married
Platinum,M,C3525,doctor,02/16/1979,871516,Kolkata,unmarried
Signature,F,C3358,engineer,11/28/1988,720892,Mumbai,unmarried
Silver,F,C1214,doctor,03/27/1983,626446,Kolkata,married
Platinum,M,C4622,lawyer,11/02/1987,875509,Bangalore,married
Gold,F,C5436,doctor,02/08/1985,1221176,Mumbai,married
Gold,M,C5021,teacher,10/09/1982,800502,Chennai,married
Gold,F,C5090,business,12/05/1987,979383,Delhi,unmarried
Platinum,M,C3867,business,09/16/1980,1256104,Mumbai,unmarried
Silver,F,C2065,business,04/22/1989,1213927,Delhi,married
Signature,F,C3424,teacher,01/08/1988,2003196,Chennai,unmarried
Platinum,F,C4117,business,12/12/1987,673871,Delhi,unmarried
Platinum,M,C4213,doctor,02/21/1973,1496143,Kolkata,married
Gold,F,C5818,doctor,01/31/1983,1799162,Mumbai,married
Silver,F,C1641,teacher,04/04/1983,1995029,Mumbai,married
Silver,M,C1929,engineer,05/24/1974,1803775,Kolkata,married
Silver,F,C1732,doctor,12/14/1977,1927691,Bangalore,married
Platinum,F,C4262,business,04/03/1981,1727153,Bangalore,married
Silver,M,C1993,engineer,09/07/1970,1754773,Kolkata,unmarried
Platinum,M,C4026,teacher,09/30/1972,1818757,Bangalore,married
Signature,F,C3312,lawyer,04/21/1981,753491,Mumbai,unmarried
Silver,M,C1639,business,12/22/1971,1335541,Kolkata,unmarried
Signature,M,C2560,engineer,08/07/1987,1896548,Chennai,married
Gold,F,C5354,business,11/08/1977,1960970,Bangalore,married
Gold,F,C5965,lawyer,11/21/1976,968448,Bangalore,unmarried
Silver,F,C1269,engineer,05/10/1972,1813377,Kolkata,unmarried
Platinum,F,C3921,business,05/13/1989,1439007,Kolkata,unmarried
Gold,F,C5407,teacher,10/23/1984,1833964,Delhi,married
Gold,F,C4900,lawyer,11/08/1976,1837633,Kolkata,married
Silver,M,C2039,engineer,03/22/1970,1201243,Delhi,married
Silver,F,C1327,lawyer,12/02/1982,1428005,Kolkata,married
Platinum,F,C3688,engineer,08/18/1979,1101478,Mumbai,married
Platinum,M,C3594,business,05/08/1983,1720144,Delhi,unmarried
Gold,F,C5743,doctor,10/02/1973,1857023,Delhi,married
Platinum,M,C4227,lawyer,09/24/1975,1645145,Chennai,unmarried
Silver,M,C1124,lawyer,12/30/1972,1457189,Delhi,married
Gold,F,C5849,teacher,11/22/1986,1771941,Delhi,unmarried
Platinum,M,C3916,business,02/17/1976,1778524,Kolkata,married
Gold,F,C5103,business,11/15/1983,1706714,Chennai,unmarried
Signature,F,C2335,lawyer,09/15/1988,875051,Bangalore,married
Silver,F,C1593,teacher,04/10/1984,1402646,Delhi,married
Silver,F,C1078,business,07/08/1978,1465503,Mumbai,married
Silver,F,C2223,teacher,08/24/1974,739045,Chennai,unmarried
Silver,F,C1994,engineer,07/05/1981,1334691,Delhi,married
Platinum,F,C4738,doctor,01/20/1976,1269545,Bangalore,unmarried
Platinum,M,C3505,doctor,04/30/1976,899918,Bangalore,married
Platinum,F,C3644,business,09/22/1973,919649,Mumbai,unmarried
Gold,F,C5230,teacher,04/02/1983,850188,Chennai,married
Gold,M,C5179,lawyer,07/21/1976,901461,Chennai,unmarried
Signature,M,C2901,teacher,08/27/1979,1149751,Kolkata,unmarried
Signature,F,C3432,teacher,04/24/1977,1615229,Mumbai,married
Silver,M,C1672,lawyer,03/05/1981,1002420,Mumbai,unmarried
Gold,M,C5912,lawyer,06/25/1986,1483886,Mumbai,unmarried
Platinum,M,C4510,doctor,05/09/1980,787850,Mumbai,unmarried
Silver,M,C1578,lawyer,08/06/1974,1015687,Kolkata,married
Gold,F,C5128,teacher,03/25/1987,1691037,Chennai,married
Gold,F,C5579,doctor,04/10/1972,892452,Mumbai,unmarried
Gold,M,C5752,engineer,03/13/1974,774369,Kolkata,married
Platinum,M,C3679,doctor,11/17/1980,1638373,Kolkata,unmarried
Platinum,F,C3566,engineer,02/06/1974,1034655,Delhi,unmarried
Platinum,F,C4219,doctor,03/14/1972,1488985,Bangalore,married
Platinum,M,C4126,doctor,09/23/1977,1272016,Chennai,married
Gold,F,C5679,doctor,03/26/1971,1429857,Bangalore,married
Gold,M,C6000,lawyer,04/20/1973,1329041,Chennai,unmarried
Silver,M,C1537,teacher,12/04/1985,948994,Chennai,unmarried
Silver,F,C1919,doctor,03/08/1970,724041,Chennai,unmarried
Signature,M,C3440,lawyer,11/25/1984,1929901,Bangalore,married
Signature,F,C2564,business,01/11/1972,1754844,Kolkata,unmarried
Platinum,F,C3981,teacher,12/04/1983,1783220,Chennai,married
Platinum,F,C4184,teacher,01/16/1981,1389143,Delhi,unmarried
Signature,F,C3362,doctor,07/06/1983,1221359,Bangalore,married
Silver,M,C1080,engineer,03/02/1972,946173,Chennai,unmarried
Platinum,M,C4036,doctor,06/05/1971,1958560,Mumbai,married
Gold,F,C5652,business,01/18/1989,792375,Kolkata,married
Platinum,M,C4211,doctor,11/02/1988,2004195,Chennai,married
Gold,F,C5540,lawyer,08/05/1977,1437019,Mumbai,married
Platinum,F,C3531,business,09/12/1978,1948891,Chennai,unmarried
Signature,F,C2452,doctor,03/19/1975,1904138,Kolkata,unmarried
Signature,F,C2854,business,01/04/1977,1249772,Chennai,unmarried
Silver,M,C2212,lawyer,12/28/1980,1026592,Bangalore,married
Signature,F,C3435,engineer,01/03/1973,1119189,Kolkata,unmarried
Signature,M,C3371,engineer,05/07/1987,924322,Kolkata,unmarried
Silver,F,C1614,engineer,11/13/1989,1837744,Delhi,married
Signature,M,C3124,lawyer,01/12/1975,1343887,Bangalore,married
Platinum,F,C3986,engineer,03/03/1973,1960307,Bangalore,unmarried
Signature,M,C3208,business,07/20/1971,963745,Kolkata,unmarried
Gold,M,C5384,teacher,05/28/1985,1991293,Kolkata,married
Gold,M,C5689,doctor,10/16/1975,627893,Kolkata,married
Platinum,F,C4688,doctor,04/26/1977,822280,Bangalore,married
Platinum,M,C4725,business,10/01/1984,1343461,Delhi,unmarried
Platinum,F,C4652,doctor,05/07/1978,1629590,Chennai,unmarried
Platinum,F,C3546,lawyer,05/24/1973,1924577,Chennai,married
Signature,M,C3249,lawyer,08/28/1981,1487989,Kolkata,married
Platinum,F,C3988,lawyer,08/05/1983,1325718,Delhi,married
Silver,M,C1053,lawyer,10/28/1987,1200587,Kolkata,unmarried
Gold,F,C5459,business,05/09/1983,695840,Kolkata,married
Signature,F,C3178,doctor,10/08/1986,872192,Bangalore,married
Silver,F,C2041,engineer,07/07/1973,1713562,Delhi,unmarried
Gold,F,C5841,teacher,12/02/1975,1948746,Bangalore,unmarried
Signature,M,C3331,engineer,01/17/1973,956677,Chennai,married
Platinum,F,C4278,engineer,04/15/1989,1887494,Delhi,unmarried
Signature,M,C2277,teacher,08/01/1988,1013481,Delhi,unmarried
Silver,F,C1655,doctor,04/17/1988,1270533,Delhi,unmarried
Gold,F,C5413,teacher,04/22/1971,1136692,Bangalore,married
Silver,F,C1837,teacher,01/15/1984,922249,Mumbai,married
Gold,M,C4924,teacher,03/28/1984,1548659,Mumbai,unmarried
Silver,M,C1790,engineer,08/13/1982,851843,Chennai,unmarried
Gold,M,C5451,doctor,02/12/1977,1650430,Mumbai,unmarried
Silver,M,C1398,teacher,10/07/1985,1062727,Mumbai,married
Platinum,F,C4191,lawyer,01/04/1980,818761,Chennai,married
Silver,M,C1624,doctor,08/20/1976,1787590,Kolkata,married
Signature,F,C2699,engineer,02/12/1977,1447528,Delhi,unmarried
Signature,M,C3023,engineer,07/20/1981,1125116,Kolkata,married
Platinum,F,C4610,doctor,11/21/1972,1630273,Kolkata,married
Signature,F,C2544,doctor,05/23/1973,1062341,Chennai,married
Gold,M,C4861,engineer,12/15/1976,1194339,Chennai,married
Signature,M,C3219,engineer,11/16/1975,1396647,Delhi,married
Gold,F,C5980,engineer,03/27/1973,1900669,Kolkata,married
Gold,M,C5224,lawyer,06/27/1985,1633654,Kolkata,unmarried
Platinum,M,C3961,lawyer,08/02/1981,1724841,Delhi,unmarried
Signature,M,C2760,business,02/27/1983,1603143,Kolkata,married
Gold,M,C5902,doctor,01/06/1980,1472309,Kolkata,married
Silver,M,C1160,doctor,06/24/1986,1453980,Bangalore,married
Platinum,M,C4097,teacher,06/14/1979,1089290,Chennai,married
Gold,M,C5281,doctor,09/24/1975,1574991,Bangalore,unmarried
Signature,M,C2872,engineer,06/01/1983,702755,Mumbai,unmarried
Silver,F,C1532,teacher,10/28/1982,1675989,Mumbai,unmarried
Signature,M,C3369,business,10/04/1981,842567,Kolkata,married
Signature,F,C3434,engineer,05/21/1981,727480,Kolkata,unmarried
Signature,M,C3122,doctor,05/27/1989,1733060,Bangalore,married
Signature,M,C2987,lawyer,01/23/1983,763486,Mumbai,married
Gold,M,C4800,lawyer,01/13/1981,653830,Chennai,unmarried
Silver,F,C1890,engineer,10/12/1971,1662888,Bangalore,unmarried
Platinum,M,C4111,engineer,01/26/1989,1119877,Chennai,married
Silver,F,C1555,doctor,01/03/1974,1844680,Chennai,married
Gold,M,C5353,engineer,09/17/1987,869660,Mumbai,married
Silver,M,C1696,engineer,11/09/1986,691456,Delhi,married
Signature,F,C3355,doctor,11/15/1979,1329331,Bangalore,unmarried
Gold,F,C4864,business,01/12/1983,1447547,Bangalore,married
Gold,M,C5778,engineer,01/04/1971,1105627,Delhi,married
Gold,M,C4812,business,06/14/1987,1544963,Mumbai,unmarried
Signature,M,C2845,engineer,07/24/1976,900597,Mumbai,unmarried
Silver,F,C1071,business,05/06/1981,1287057,Chennai,unmarried
Signature,M,C3092,business,04/07/1970,1763365,Mumbai,unmarried
Platinum,F,C4490,business,04/17/1978,1174603,Kolkata,married
Gold,M,C5421,business,03/01/1986,755782,Bangalore,married
Platinum,M,C4719,business,01/26/1971,1878254,Kolkata,married
Platinum,F,C4384,business,03/27/1986,1830188,Chennai,unmarried
Platinum,M,C4186,engineer,05/26/1971,1501784,Bangalore,married
Signature,F,C3312,lawyer,04/21/1981,753491,Mumbai,unmarried
Gold,M,C5491,business,09/19/1975,1769940,Kolkata,married
Signature,M,C2825,teacher,10/07/1970,1218756,Chennai,unmarried
Platinum,M,C3781,business,04/17/1987,860869,Bangalore,married
Silver,M,C1963,doctor,11/07/1978,896858,Chennai,married
Platinum,M,C3947,engineer,12/27/1989,1006611,Bangalore,married
Platinum,M,C4190,business,01/02/1988,1342593,Mumbai,married
Platinum,M,C4226,teacher,07/09/1988,933936,Kolkata,unmarried
Silver,F,C1744,lawyer,06/12/1972,953536,Mumbai,married
Signature,M,C2826,teacher,03/04/1975,1362585,Mumbai,unmarried
Gold,M,C5115,teacher,04/11/1976,815747,Bangalore,unmarried
Signature,M,C3037,lawyer,07/07/1976,1883450,Mumbai,married
Platinum,M,C3601,engineer,12/21/1983,1216232,Delhi,married
Signature,F,C2981,business,07/19/1984,1879738,Delhi,unmarried
Silver,F,C2235,doctor,12/17/1986,1925884,Chennai,unmarried
Silver,M,C1893,lawyer,09/26/1982,809589,Chennai,married
Platinum,F,C4602,lawyer,06/25/1975,1285138,Kolkata,unmarried
Silver,M,C1705,doctor,12/10/1987,1756401,Bangalore,married
Signature,M,C2890,engineer,02/03/1978,970694,Delhi,married
Signature,F,C3462,teacher,06/26/1973,1409802,Kolkata,unmarried
Platinum,M,C4557,teacher,03/24/1978,1572897,Kolkata,married
Signature,F,C2434,engineer,08/06/1977,1162145,Mumbai,unmarried
Gold,M,C5627,teacher,05/19/1971,706326,Bangalore,unmarried
Gold,F,C5024,teacher,03/12/1976,662513,Bangalore,married
Platinum,F,C4546,business,12/08/1987,1572430,Delhi,married
Signature,F,C3179,teacher,03/12/1979,1574758,Delhi,married
Signature,F,C2667,lawyer,09/21/1973,1185831,Kolkata,married
Gold,F,C5400,teacher,06/08/1986,723210,Delhi,married
Signature,F,C2261,doctor,04/25/1970,1261871,Kolkata,married
Platinum,F,C3688,engineer,08/18/1979,1101478,Mumbai,married
Silver,F,C1511,lawyer,07/07/1972,1043451,Delhi,unmarried
Silver,M,C2051,business,10/11/1981,1105676,Mumbai,unmarried
Gold,M,C4940,teacher,05/20/1984,1008638,Delhi,married
Platinum,M,C4131,doctor,08/31/1970,1423741,Bangalore,unmarried
Silver,M,C1205,business,08/18/1971,1296915,Bangalore,married
Gold,F,C5495,lawyer,01/26/1981,1682576,Bangalore,married
Platinum,F,C4712,teacher,02/19/1978,1802862,Kolkata,married
Platinum,F,C4290,teacher,12/06/1977,1161319,Mumbai,married
Gold,F,C4899,doctor,08/23/1973,748431,Kolkata,married
Silver,F,C1571,engineer,01/07/1979,796879,Kolkata,unmarried
Gold,M,C5530,engineer,09/24/1989,1462581,Delhi,married
Gold,F,C5388,lawyer,01/12/1972,885900,Mumbai,unmarried
Gold,M,C5287,teacher,06/03/1978,770479,Chennai,married
Signature,M,C2595,lawyer,03/24/1971,952551,Bangalore,unmarried
Silver,F,C2229,business,04/18/1970,836368,Mumbai,married
Signature,F,C2373,lawyer,03/25/1979,1116699,Kolkata,unmarried
Signature,M,C2887,lawyer,10/02/1981,1967515,Chennai,married
Gold,F,C4875,business,01/16/1970,895486,Delhi,unmarried
Signature,F,C3192,engineer,07/10/1971,1768226,Chennai,married
Silver,M,C1687,teacher,02/27/1978,927494,Bangalore,unmarried
Signature,M,C2471,doctor,09/22/1988,1532593,Kolkata,unmarried
Gold,M,C4989,business,03/20/1971,787595,Delhi,unmarried
Signature,M,C2287,business,03/19/1971,1127798,Chennai,unmarried
Gold,M,C5536,engineer,07/07/1970,1078103,Kolkata,unmarried
Signature,F,C2804,engineer,05/16/1988,1935046,Kolkata,unmarried
Signature,F,C2296,doctor,01/25/1989,1646814,Chennai,married
Silver,M,C2007,lawyer,02/28/1988,1072972,Mumbai,married
Silver,F,C1019,lawyer,12/22/1978,1218450,Kolkata,unmarried
Signature,M,C3401,business,11/15/1980,1501424,Delhi,unmarried
Gold,F,C5190,doctor,01/18/1988,1267151,Mumbai,married
Platinum,M,C4374,engineer,11/28/1978,825953,Kolkata,unmarried
Gold,F,C5993,business,09/29/1972,962295,Mumbai,married
Gold,F,C5010,lawyer,01/04/1976,1833982,Kolkata,unmarried
Silver,M,C2172,doctor,05/10/1978,959325,Chennai,married
Silver,F,C1356,engineer,07/06/1989,1329904,Delhi,married
Gold,F,C5096,teacher,06/02/1988,1330193,Chennai,married
Gold,F,C5389,teacher,01/27/1982,1729448,Delhi,unmarried
Signature,M,C2404,business,10/21/1987,1478718,Chennai,unmarried
Gold,M,C5053,business,11/05/1976,1377910,Bangalore,married
Silver,F,C1296,lawyer,10/26/1979,1796153,Mumbai,married
Platinum,F,C4093,doctor,10/18/1974,948354,Delhi,unmarried
Gold,F,C5781,engineer,05/30/1985,1605885,Mumbai,unmarried
Silver,M,C2191,teacher,06/14/1972,928069,Bangalore,married
Platinum,F,C3660,doctor,02/05/1979,1371188,Bangalore,married
Platinum,M,C4734,lawyer,06/19/1979,878886,Mumbai,unmarried
Signature,M,C3076,lawyer,12/23/1983,1693199,Chennai,married
Platinum,F,C3684,lawyer,02/26/1988,1979745,Delhi,unmarried
Gold,F,C4785,teacher,04/22/1980,1653672,Delhi,married
Silver,F,C1375,business,04/08/1971,1648455,Bangalore,married
Platinum,F,C4572,teacher,11/18/1970,1975629,Bangalore,married
Signature,M,C2691,business,07/10/1979,1738449,Delhi,unmarried
Silver,M,C1578,lawyer,08/06/1974,1015687,Kolkata,married
Silver,F,C1888,business,05/31/1987,1109877,Chennai,unmarried
Platinum,F,C4117,business,12/12/1987,673871,Delhi,unmarried
Platinum,F,C4517,business,11/01/1988,767293,Bangalore,unmarried
Silver,F,C1131,teacher,08/22/1975,1337758,Bangalore,married
Platinum,M,C3609,teacher,05/03/1983,1722816,Chennai,married
Platinum,F,C4116,business,09/06/1972,1970307,Mumbai,unmarried
Platinum,M,C4308,lawyer,11/30/1980,714439,Kolkata,married
Gold,M,C5996,doctor,08/11/1983,1387443,Chennai,married
Silver,M,C2073,engineer,06/06/1972,1309292,Kolkata,unmarried
Gold,F,C5678,teacher,12/16/1971,1370279,Mumbai,married
Signature,F,C3211,business,10/10/1971,1066237,Bangalore,unmarried
Platinum,M,C3582,business,02/02/1985,946687,Delhi,unmarried
Platinum,M,C4534,engineer,09/08/1977,1861571,Kolkata,unmarried
Platinum,F,C3806,engineer,11/08/1987,1033427,Bangalore,married
Gold,F,C4785,teacher,04/22/1980,1653672,Delhi,married
Silver,M,C2240,business,03/30/1973,1637058,Delhi,unmarried
Silver,M,C1638,lawyer,08/17/1976,765931,Delhi,married
Signature,F,C2704,engineer,03/20/1974,685413,Kolkata,unmarried
Signature,F,C3158,doctor,04/16/1983,836429,Kolkata,unmarried
Silver,M,C1811,lawyer,11/19/1982,1119481,Delhi,married
Platinum,F,C3969,teacher,03/25/1975,1813312,Kolkata,unmarried
Signature,M,C3123,engineer,08/14/1989,874754,Mumbai,married
Platinum,F,C4513,teacher,03/25/1983,747750,Mumbai,married
Silver,M,C1529,engineer,09/20/1978,943555,Kolkata,unmarried
Platinum,F,C4490,business,04/17/1978,1174603,Kolkata,married
Platinum,F,C3500,business,01/13/1978,1711215,Bangalore,unmarried
Platinum,M,C4576,teacher,07/01/1989,691189,Chennai,married
Silver,M,C1647,teacher,01/13/1986,1561955,Chennai,married
Signature,F,C2386,lawyer,03/14/1972,1312179,Mumbai,married
Platinum,M,C4648,lawyer,12/18/1982,876069,Delhi,married
Platinum,F,C4680,doctor,10/06/1979,714612,Bangalore,married
Signature,F,C2348,business,03/21/1987,1455499,Chennai,married
Silver,M,C1949,doctor,02/03/1981,1751777,Kolkata,unmarried
Gold,F,C5186,engineer,05/31/1971,803688,Delhi,unmarried
Signature,F,C2310,teacher,10/27/1979,1599487,Delhi,married
Silver,M,C1414,teacher,02/05/1973,1694188,Chennai,unmarried
Silver,F,C2183,teacher,12/08/1978,664068,Kolkata,married
Platinum,F,C4608,lawyer,08/02/1971,1026924,Bangalore,unmarried
Signature,F,C3398,engineer,06/10/1983,1483142,Mumbai,married
Platinum,F,C4084,business,04/03/1973,1744497,Chennai,married
Platinum,M,C3770,engineer,01/07/1981,1704155,Bangalore,married
Platinum,F,C3960,business,03/04/1988,734840,Bangalore,unmarried
Platinum,F,C4341,engineer,01/30/1987,1020649,Delhi,married
Platinum,M,C4547,teacher,05/18/1987,1405610,Mumbai,married
Platinum,F,C3617,engineer,11/05/1978,1174655,Delhi,married
Platinum,M,C3780,teacher,11/18/1973,1041711,Delhi,married
Silver,F,C1793,engineer,05/17/1970,1644636,Mumbai,unmarried
Gold,F,C5313,doctor,05/07/1980,1186017,Chennai,married
Silver,M,C1293,doctor,02/05/1988,1060036,Mumbai,unmarried
Gold,M,C5147,lawyer,11/30/1977,1052364,Delhi,married
Gold,F,C5430,teacher,05/30/1980,773414,Mumbai,unmarried
Gold,M,C5805,lawyer,07/15/1985,1595023,Bangalore,unmarried
Signature,F,C2693,teacher,03/09/1988,1899259,Delhi,unmarried
Signature,F,C3075,lawyer,08/30/1979,806233,Mumbai,married
Signature,M,C3316,doctor,05/11/1971,1189958,Kolkata,married
Signature,M,C2393,teacher,06/01/1981,963217,Kolkata,married
Signature,M,C2382,engineer,06/24/1974,1116460,Mumbai,married
Gold,M,C5723,lawyer,08/25/1981,2002104,Bangalore,unmarried
Silver,M,C1840,engineer,04/29/1973,1488949,Chennai,married
Silver,F,C2105,doctor,07/20/1986,1571485,Kolkata,unmarried
Platinum,M,C4400,engineer,10/15/1985,1175785,Chennai,married
Gold,F,C5330,lawyer,09/11/1977,1253181,Bangalore,married
Signature,F,C3480,doctor,01/22/1971,1701141,Chennai,married
Signature,F,C2604,teacher,01/16/1971,1479318,Kolkata,married
Silver,F,C1313,lawyer,10/07/1979,700959,Bangalore,married
Gold,F,C5951,teacher,04/11/1986,1035737,Delhi,unmarried
Silver,M,C1515,engineer,04/30/1974,2009722,Delhi,married
Silver,M,C1177,doctor,04/06/1970,1052090,Kolkata,unmarried
Signature,F,C3241,engineer,11/22/1982,1783176,Kolkata,married
Signature,F,C2943,doctor,12/01/1989,715367,Delhi,married
Silver,F,C1377,engineer,07/14/1977,1979024,Delhi,married
Silver,M,C1459,engineer,01/08/1980,1718802,Bangalore,unmarried
Silver,M,C2136,engineer,10/29/1973,1352546,Kolkata,unmarried
Platinum,M,C4721,teacher,01/23/1971,1975139,Delhi,unmarried
Platinum,F,C4542,engineer,06/05/1980,1766755,Delhi,married
Gold,F,C5860,engineer,01/19/1988,1887430,Mumbai,married
