customer_id,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_date,motor_addon,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
SB3001779,2006-01-25,IN,500/1000,1000,1037.32,0,0,-15700,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,?,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,2005
SB3001780,1993-04-18,IN,250/500,1000,1562.8,0,42800,-68200,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009
SB3001781,2006-12-09,IN,100/300,1000,1425.79,0,62400,-52300,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,RAM,2009
SB3001782,1997-08-30,OH,500/1000,2000,1615.14,0,67100,0,2015-01-20,Vehicle Theft,?,Minor Damage,None,NY,Springfield,4857 Weaver St,6,1,NO,0,1,?,3740,680,680,2380,Chevrolet,Malibu,2011
SB3001783,1991-06-03,IL,250/500,500,1236.5,0,0,-48700,2015-02-12,Parked Car,?,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,Ultima,2003
SB3001784,1995-09-06,IL,500/1000,2000,1017.97,0,59900,-34800,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005
SB3001785,2000-02-09,IN,100/300,2000,1306,0,46100,-46900,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,Fusion,2008
SB3001786,1996-07-23,IL,500/1000,2000,1174.14,0,50400,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012
SB3001787,2005-09-21,IN,500/1000,1000,1231.01,0,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007
SB3001788,2011-12-30,IL,250/500,500,1299.18,0,57100,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998
SB3001789,1996-07-21,IN,100/300,500,1469.75,0,0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012
SB3001790,1996-04-08,OH,250/500,500,1390.72,0,83900,-52100,2015-02-20,Parked Car,?,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011
SB3001791,2001-03-04,IL,500/1000,500,1694.09,7000000,0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,X6,1995
SB3001792,2001-10-19,OH,100/300,2000,1140.15,0,0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015
SB3001793,2006-08-18,IN,100/300,1000,1310.71,0,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003
SB3001794,2013-04-28,IL,250/500,2000,1730.49,7000000,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995
SB3001795,2009-11-29,IN,250/500,500,1616.65,7000000,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999
SB3001796,1990-02-15,IN,100/300,500,1935.85,4000000,49500,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,E400,2004
SB3001797,2002-04-12,OH,250/500,1000,855.14,0,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015
SB3001798,1999-02-21,OH,250/500,2000,1568.47,4000000,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999
SB3001799,2011-06-18,IN,500/1000,2000,1550.53,0,0,-27700,2015-02-01,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998
SB3001800,1995-03-26,IL,250/500,2000,1370.92,0,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,1999
SB3001801,1991-05-03,IN,250/500,500,1363.59,0,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000
SB3001802,2001-12-19,IN,250/500,1000,828.42,3000000,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009
SB3001803,2012-08-05,IN,250/500,500,1209.63,0,64800,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014
SB3001804,2004-08-09,OH,250/500,2000,1111.17,0,35000,0,2015-02-03,Parked Car,?,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995
SB3001805,2014-01-20,IN,500/1000,500,989.97,0,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013
SB3001806,2011-12-19,IN,250/500,1000,1114.23,0,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005
SB3001807,2008-07-28,IN,250/500,2000,1347.31,0,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995
SB3001808,1998-05-05,IL,250/500,2000,1687.53,0,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,2009
SB3001809,1995-04-16,IN,250/500,1000,1183.48,0,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015
SB3001810,1992-02-14,IL,500/1000,2000,1537.13,0,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012
SB3001811,2007-07-11,OH,250/500,1000,1173.25,0,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013
SB3001812,2010-04-07,IN,250/500,1000,1361.16,4000000,0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005
SB3001813,1991-03-10,OH,500/1000,2000,1422.56,7000000,26900,-55300,2015-02-09,Vehicle Theft,?,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013
SB3001814,1996-01-20,IL,500/1000,2000,1143.06,0,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010
SB3001815,2010-03-01,IN,250/500,500,1405.71,0,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008
SB3001816,2014-06-15,IL,100/300,500,1354.2,0,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006
SB3001817,2004-11-25,IN,100/300,500,1055.6,0,69500,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009
SB3001818,2000-08-26,IL,250/500,1000,999.43,0,25800,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009
SB3001819,2005-08-23,IN,250/500,2000,1155.97,0,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009
SB3001820,1990-08-09,IL,250/500,1000,1726.91,0,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200,720,1440,5040,Audi,A5,1999
SB3001821,2003-03-28,IN,500/1000,500,1232.57,0,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011
SB3001822,2007-10-23,OH,250/500,500,1078.65,0,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006
SB3001823,1996-06-27,OH,500/1000,1000,1324.78,0,0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997
SB3001824,1994-12-11,IN,250/500,500,1518.54,0,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001
SB3001825,1995-12-05,IL,100/300,2000,1239.06,0,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002
SB3001826,1996-12-15,OH,500/1000,2000,1246.68,0,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006
SB3001827,2011-06-06,OH,250/500,1000,1622.67,0,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997
SB3001828,1995-12-13,OH,250/500,500,1082.36,0,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995
SB3001829,1997-10-28,OH,250/500,1000,1270.55,0,0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006
SB3001830,1996-01-04,IL,500/1000,1000,1236.32,5000000,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009
SB3001831,2008-05-09,IL,250/500,2000,785.82,0,49700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009
SB3001832,2009-12-05,IN,250/500,500,1265.84,0,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007
SB3001833,1992-01-05,IN,250/500,500,1508.9,0,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011
SB3001834,1997-11-15,OH,250/500,2000,1106.84,0,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005
SB3001835,2012-12-22,IN,500/1000,2000,1389.13,7000000,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015
SB3001836,1992-05-19,IN,100/300,1000,974.84,0,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006
SB3001837,2002-05-25,IL,100/300,2000,1304.46,0,51700,-33300,2015-01-31,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001
SB3001838,2010-04-21,OH,250/500,500,1257.36,0,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000
SB3001839,1990-03-26,OH,250/500,500,1257.04,0,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011
SB3001840,2007-05-12,OH,100/300,2000,719.52,0,45800,0,2015-02-13,Parked Car,?,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998
SB3001841,2001-01-02,OH,500/1000,2000,1524.18,0,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999
SB3001842,2006-08-10,IN,500/1000,500,1395.58,0,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000
SB3001843,2014-07-28,IL,500/1000,1000,1243.68,0,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002
SB3001844,2011-09-27,OH,500/1000,1000,1189.04,0,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014
SB3001845,2013-04-20,IN,500/1000,2000,1375.29,0,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015
SB3001846,1991-03-20,IN,100/300,500,1389.13,0,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005
SB3001847,2002-12-21,OH,500/1000,1000,1387.51,0,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010
SB3001848,2005-12-03,IN,100/300,1000,1178.61,7000000,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004
SB3001849,2011-05-25,IL,250/500,2000,1166.62,6000000,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001
SB3001850,2006-10-18,IN,100/300,1000,1556.31,0,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014
SB3001851,2006-07-19,OH,250/500,500,1452.27,0,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007
SB3001852,2002-06-08,OH,500/1000,1000,1212.07,0,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000
SB3001853,2009-02-12,OH,100/300,2000,1578.54,0,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996
SB3001854,2001-05-14,IN,500/1000,500,1488.26,0,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008
SB3001855,2001-02-16,IN,250/500,1000,1096.39,0,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015
SB3001856,1993-11-18,OH,500/1000,2000,1215.36,0,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012
SB3001857,1990-02-18,OH,100/300,2000,1482.57,0,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005
SB3001858,2000-05-21,OH,250/500,1000,954.18,0,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000
SB3001859,2012-08-26,IL,500/1000,2000,1193.4,0,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005
SB3001860,2004-11-16,IN,100/300,1000,1023.11,0,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999
SB3001861,2003-01-23,IL,500/1000,1000,1524.45,0,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006
SB3001862,2008-11-07,OH,500/1000,1000,1653.32,0,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009
SB3001863,1999-10-19,IL,250/500,1000,1022.46,0,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996
SB3001864,1990-12-20,IL,100/300,2000,1396.43,0,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000
SB3001865,1996-02-14,IL,250/500,500,1521.55,0,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003
SB3001866,2001-06-10,IN,100/300,1000,1034.27,0,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014
SB3001867,2010-03-17,OH,100/300,1000,1255.35,0,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008
SB3001868,2003-07-30,IL,500/1000,2000,1396.89,6000000,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999
SB3001869,2014-09-17,OH,500/1000,500,795.31,0,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000
SB3001870,2009-06-03,IN,100/300,500,982.22,0,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011
SB3001871,1994-10-11,IN,500/1000,500,1074.07,0,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013
SB3001872,1991-07-18,OH,100/300,1000,1311.3,0,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001
SB3001873,2001-09-24,IL,250/500,2000,1277.12,0,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007
SB3001874,2012-09-19,IN,500/1000,500,1388.62,0,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995
SB3001875,1991-07-11,IL,100/300,1000,1406.52,8000000,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002
SB3001876,1991-10-29,IN,100/300,500,1558.29,0,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000
SB3001877,1999-12-28,IN,500/1000,1000,1132.47,4000000,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008
SB3001878,2012-10-11,OH,250/500,2000,1896.91,0,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015
SB3001879,1995-08-19,IL,500/1000,500,1143.46,4000000,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002
SB3001880,1991-02-11,IN,500/1000,500,1285.42,0,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000
SB3001881,1991-07-02,OH,250/500,2000,1305.26,0,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998
SB3001882,1994-04-10,IL,100/300,1000,1073.83,0,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011
SB3001883,2005-12-04,OH,500/1000,1000,1051.67,0,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005
SB3001884,2014-07-16,IL,250/500,1000,1387.35,0,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998
SB3001885,2003-09-17,IL,250/500,500,1083.64,0,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004
SB3001886,2000-07-15,IL,250/500,1000,1851.78,0,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002
SB3001887,2009-07-29,IN,250/500,500,1270.29,4000000,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002
SB3001888,1991-04-13,OH,500/1000,500,1459.99,0,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011
